"","id","min_rle","max_rle","count_rle","perc_missing"
"2441",643896,3,23,30,54
"2442",643897,3,23,30,54
"2443",643902,2,8,32,46
"2444",643906,3,8,32,42
"2445",643907,2,7,32,46
"2446",643913,3,23,30,54
"2447",643914,2,7,32,46
"2448",643915,3,22,30,53
"2449",643916,3,23,30,54
"2450",643918,2,7,32,46
"2451",643920,2,7,32,46
"2452",643921,3,29,29,55
"2453",643922,3,29,29,55
"2454",643923,2,8,32,45
"2455",643925,3,24,30,55
"2456",643927,3,23,30,54
"2457",643929,2,7,32,46
"2458",643932,2,8,32,45
"2459",643934,2,8,32,46
"2460",643935,3,8,32,42
"2461",643936,2,7,32,45
"2462",643937,2,8,32,47
"2463",643938,3,22,30,53
"2464",643942,2,7,32,46
"2465",643943,3,8,32,41
"2466",643945,2,7,32,46
"2467",643947,3,22,30,52
"2468",643949,2,7,32,46
"2469",643950,3,8,32,40
"2470",643951,2,7,32,45
"2471",643953,3,17,31,42
"2472",643955,3,30,29,55
"2473",643956,3,8,32,41
"2474",643957,3,30,29,55
"2475",643959,2,7,32,44
"2476",643960,2,6,32,45
"2477",643963,3,8,32,41
"2478",643965,2,8,32,47
"2479",643966,3,22,30,54
"2480",643969,2,8,32,46
"2481",643970,2,8,32,46
"2482",643973,2,7,32,45
"2483",643974,2,7,32,45
"2484",643975,2,6,32,44
"2485",643976,2,8,32,46
"2486",643978,3,17,31,54
"2487",643979,3,24,30,53
"2488",643980,2,7,32,46
"2489",643981,2,6,32,45
"2490",643983,2,6,32,46
"2491",643984,3,17,31,41
"2492",643985,2,6,32,45
"2493",643986,3,31,29,54
"2494",643987,2,8,32,47
"2495",643989,2,7,32,46
"2496",643990,2,7,32,46
"2497",643996,2,6,32,45
"2498",643999,2,7,32,47
"2499",644003,2,8,32,47
"2500",644005,2,7,32,46
"2501",644006,3,30,29,54
"2502",644009,2,6,32,46
"2503",644010,2,6,32,46
"2504",644011,2,6,32,44
"2505",644013,3,30,29,55
"2506",644015,2,6,32,43
"2507",644016,2,8,32,47
"2508",644017,3,8,32,43
"2509",644018,2,6,32,44
"2510",644019,3,29,30,55
"2511",644024,3,23,31,53
"2512",644026,2,6,32,45
"2513",644028,2,6,32,45
"2514",644033,2,6,32,45
"2515",644034,2,7,32,45
"2516",644038,2,8,32,46
"2517",644039,3,29,29,55
"2518",644042,2,9,32,43
"2519",644044,3,29,30,57
"2520",644045,2,6,32,46
"2521",644046,3,22,30,56
"2522",644047,2,7,32,45
"2523",644051,3,8,32,41
"2524",644052,3,22,30,56
"2525",644053,2,7,32,47
"2526",644055,2,8,32,45
"2527",644056,3,8,32,40
"2528",644059,2,6,32,43
"2529",644060,3,11,32,42
"2530",644062,2,6,32,46
"2531",644064,3,29,30,53
"2532",644065,3,21,31,51
"2533",644066,3,29,29,57
"2534",644068,3,8,32,41
"2535",644070,2,6,32,46
"2536",644072,3,22,30,57
"2537",644075,3,8,32,41
"2538",644076,3,8,32,41
"2539",644077,2,8,32,46
"2540",644078,2,6,32,46
"2541",644079,3,29,29,56
"2542",644081,3,7,32,41
"2543",644082,3,8,32,41
"2544",644085,3,7,32,41
"2545",644086,2,6,32,45
"2546",644087,2,8,32,46
"2547",644089,3,22,30,54
"2548",644091,2,6,32,45
"2549",644092,3,7,32,40
"2550",644095,3,29,29,57
"2551",644096,2,6,32,45
"2552",644099,3,27,30,52
"2553",644102,2,18,31,49
"2554",644104,3,18,31,49
"2555",644105,3,27,30,51
"2556",644106,2,17,28,50
"2557",644107,3,8,32,41
"2558",644109,3,7,32,41
"2559",644110,3,29,29,54
"2560",644111,1,17,27,47
"2561",644113,2,8,32,46
"2562",644114,3,29,29,56
"2563",644115,2,8,32,45
"2564",644119,3,18,30,55
"2565",644121,3,11,32,43
"2566",644123,2,20,30,56
"2567",644125,2,8,32,45
"2568",644126,2,18,31,50
"2569",644130,2,7,32,45
"2570",644131,2,8,32,47
"2571",644132,2,17,31,50
"2572",644133,3,18,31,47
"2573",644137,2,9,32,42
"2574",644139,3,8,32,43
"2575",644141,2,20,30,56
"2576",644142,2,7,32,46
"2577",644143,2,7,32,46
"2578",644144,2,18,30,54
"2579",644146,3,8,32,43
"2580",644147,2,7,32,48
"2581",644149,3,18,30,54
"2582",644151,3,8,32,43
"2583",644153,2,10,32,43
"2584",644154,2,18,31,54
"2585",644155,2,10,32,41
"2586",644157,2,7,32,47
"2587",644158,3,18,31,44
"2588",644159,2,10,32,42
"2589",644160,3,27,30,53
"2590",644161,2,19,31,53
"2591",644162,2,7,32,45
"2592",644164,3,18,31,50
"2593",644165,3,18,31,46
"2594",644166,3,26,30,51
"2595",644167,3,10,32,42
"2596",644168,2,6,32,44
"2597",644169,2,6,32,45
"2598",644171,2,9,32,42
"2599",644173,3,18,31,45
"2600",644174,3,21,31,54
"2601",644178,2,18,31,57
"2602",644179,2,10,32,43
"2603",644181,3,27,30,53
"2604",644185,3,8,32,43
"2605",644188,2,18,31,57
"2606",644189,3,8,32,43
"2607",644190,2,7,32,45
"2608",644191,2,18,31,57
"2609",644192,3,27,30,51
"2610",644193,3,8,32,43
"2611",644194,3,18,31,43
"2612",644195,2,19,31,57
"2613",644196,3,8,32,43
"2614",644198,3,27,30,51
"2615",644199,2,19,30,54
"2616",644200,3,8,32,41
"2617",644201,3,8,32,43
"2618",644202,3,18,31,47
"2619",644203,2,6,32,46
"2620",644204,3,10,32,44
"2621",644206,3,18,31,47
"2622",644210,3,9,32,41
"2623",644212,2,18,31,57
"2624",644213,3,18,31,47
"2625",644214,3,18,31,44
"2626",644215,3,11,32,44
"2627",644216,2,18,31,56
"2628",644217,3,18,31,42
"2629",644219,2,18,31,53
"2630",644221,2,18,31,59
"2631",644222,2,10,32,43
"2632",644223,2,19,31,57
"2633",644225,2,20,30,56
"2634",644227,3,18,31,43
"2635",644228,2,20,31,53
"2636",644230,3,18,31,43
"2637",644231,2,11,32,45
"2638",644232,2,18,31,58
"2639",644235,2,17,31,54
"2640",644236,2,7,32,46
"2641",644238,2,18,31,57
"2642",644239,2,18,31,57
"2643",644241,3,18,31,45
"2644",644247,3,9,32,46
"2645",644248,2,18,31,57
"2646",644249,3,18,31,44
"2647",644254,3,20,30,58
"2648",644255,2,10,32,43
"2649",644256,3,18,31,47
"2650",644257,3,18,31,44
"2651",644258,2,18,30,53
"2652",644260,2,20,31,59
"2653",644261,2,20,30,57
"2654",644263,2,20,31,58
"2655",644264,2,18,31,58
"2656",644265,3,9,32,49
"2657",644266,3,27,30,53
"2658",644267,2,19,30,58
"2659",644272,2,18,31,55
"2660",644273,2,18,31,57
"2661",644275,3,18,31,43
"2662",644276,3,17,31,55
"2663",644277,2,18,31,58
"2664",644278,2,11,32,44
"2665",644279,2,19,31,59
"2666",644280,3,18,31,43
"2667",644281,3,18,31,45
"2668",644284,2,7,32,46
"2669",644287,2,11,32,43
"2670",644288,2,18,31,56
"2671",644293,2,10,32,43
"2672",644294,2,19,30,58
"2673",644295,2,18,31,56
"2674",644296,2,18,31,58
"2675",644297,2,20,30,57
"2676",644298,2,20,30,58
"2677",644300,2,19,30,58
"2678",644302,2,18,31,57
"2679",644303,3,18,31,44
"2680",644306,3,18,31,43
"2681",644308,2,19,30,56
"2682",644309,2,20,30,58
"2683",644310,3,20,31,55
"2684",644311,2,11,32,44
"2685",644313,2,18,31,57
"2686",644314,3,18,31,43
"2687",644315,2,20,30,57
"2688",644316,2,19,30,56
"2689",644318,2,19,30,57
"2690",644319,2,16,31,52
"2691",644321,2,18,31,57
"2692",644322,3,20,31,54
"2693",644325,2,18,31,57
"2694",644326,2,17,30,50
"2695",644327,3,18,31,43
"2696",644329,2,19,30,57
"2697",644332,2,19,30,58
"2698",644333,1,18,31,54
"2699",644337,3,18,31,43
"2700",644341,2,18,31,55
"2701",644342,3,11,32,46
"2702",644343,2,11,32,42
"2703",644345,2,19,30,57
"2704",644346,2,19,30,58
"2705",644347,2,17,31,55
"2706",644351,3,11,32,47
"2707",644352,2,18,31,54
"2708",644353,2,18,31,57
"2709",644354,3,18,31,43
"2710",644357,3,11,32,43
"2711",644358,2,18,31,55
"2712",644359,2,19,30,58
"2713",644360,3,11,32,43
"2714",644361,3,11,32,43
"2715",644362,2,18,31,56
"2716",644363,2,18,31,55
"2717",644365,2,19,30,55
"2718",644367,3,20,31,52
"2719",644368,3,10,32,44
"2720",644369,2,18,31,54
"2721",644370,2,19,30,56
"2722",644372,3,11,32,43
"2723",644374,2,19,30,56
"2724",644378,2,18,31,55
"2725",644379,3,18,31,45
"2726",644381,3,10,32,47
"2727",644382,3,18,31,42
"2728",644383,2,17,31,57
"2729",644384,3,11,32,44
"2730",644385,3,18,31,42
"2731",644386,2,18,31,57
"2732",644390,3,9,32,46
"2733",644393,3,17,31,53
"2734",644394,2,18,30,54
"2735",644395,3,11,32,46
"2736",644396,2,18,29,60
"2737",644397,2,19,31,53
"2738",644398,3,11,32,49
"2739",644401,2,11,32,51
"2740",644403,3,18,31,45
"2741",644406,2,18,31,54
"2742",644407,2,18,31,53
"2743",644409,3,18,31,43
"2744",644410,2,18,30,59
"2745",644412,2,18,31,55
"2746",644413,2,18,31,56
"2747",644416,2,19,31,54
"2748",644417,2,18,31,51
"2749",644418,3,18,31,42
"2750",644419,3,28,30,51
"2751",644420,2,11,32,50
"2752",644423,3,11,32,48
"2753",644424,2,8,32,49
"2754",644425,2,19,31,51
"2755",644427,2,8,32,52
"2756",644428,2,11,32,50
"2757",644429,1,17,32,55
"2758",644430,3,18,31,43
"2759",644436,2,18,31,55
"2760",644440,3,18,31,43
"2761",644442,2,11,32,48
"2762",644443,3,18,31,44
"2763",644444,2,17,31,54
"2764",644446,2,17,31,58
"2765",644447,2,18,30,56
"2766",644450,3,18,31,44
"2767",644453,3,18,31,43
"2768",644454,2,11,32,49
"2769",644455,2,17,31,54
"2770",644456,2,18,31,55
"2771",644458,3,18,31,47
"2772",644459,2,18,30,56
"2773",644464,2,10,32,51
"2774",644465,1,17,32,54
"2775",644466,3,18,31,42
"2776",644467,2,11,32,42
"2777",644468,3,18,31,44
"2778",644470,2,10,32,51
"2779",644471,2,17,31,51
"2780",644473,2,10,32,49
"2781",644476,1,17,32,60
"2782",644477,2,7,32,46
"2783",644480,1,17,32,60
"2784",644483,2,11,32,42
"2785",644485,2,18,31,53
"2786",644487,3,18,31,44
"2787",644489,2,18,30,56
"2788",644491,2,9,32,51
"2789",644494,2,17,31,56
"2790",644498,2,10,32,47
"2791",644499,2,9,32,52
"2792",644502,2,11,32,46
"2793",644506,2,7,32,45
"2794",644507,2,11,32,48
"2795",644508,2,11,32,48
"2796",644510,2,11,32,42
"2797",644512,3,18,31,42
"2798",644520,2,17,31,51
"2799",644523,2,8,32,46
"2800",644526,1,17,30,46
"2801",644528,2,18,31,53
"2802",644530,3,11,32,42
"2803",644531,3,11,32,42
"2804",644532,3,11,32,46
"2805",644533,3,11,32,46
"2806",644535,1,18,31,57
"2807",644536,2,9,32,46
"2808",644537,2,17,31,58
"2809",644540,2,7,32,47
"2810",644541,3,11,32,46
"2811",644544,2,9,32,46
"2812",644546,2,17,31,59
"2813",644548,3,11,32,47
"2814",644551,2,18,30,56
"2815",644553,3,11,32,47
"2816",644554,2,9,32,45
"2817",644556,2,8,32,46
"2818",644557,3,18,31,44
"2819",644558,2,11,32,47
"2820",644559,2,8,32,47
"2821",644563,2,9,32,52
"2822",644567,3,11,32,50
"2823",644568,3,18,31,46
"2824",644570,3,28,30,52
"2825",644575,3,10,32,47
"2826",644577,3,18,31,43
"2827",644580,2,9,32,46
"2828",644582,3,11,32,46
"2829",644583,3,18,31,54
"2830",644586,2,10,32,46
"2831",644590,3,18,31,43
"2832",644591,2,11,32,47
"2833",644592,3,28,30,50
"2834",644593,3,18,31,57
"2835",644594,3,18,31,42
"2836",644597,2,9,32,45
"2837",644598,2,9,32,45
"2838",644602,2,11,32,46
"2839",644605,2,17,31,58
"2840",644607,2,8,32,46
"2841",644609,2,11,32,46
"2842",644610,2,18,32,55
"2843",644612,3,11,32,45
"2844",644615,1,28,30,57
"2845",644616,2,11,32,50
"2846",644617,3,18,31,51
"2847",644619,2,8,32,46
"2848",644621,2,11,32,46
"2849",644622,2,8,32,48
"2850",644623,3,18,31,54
"2851",644625,3,11,32,46
"2852",644627,3,11,32,44
"2853",644628,3,18,31,43
"2854",644630,2,11,32,46
"2855",644635,2,8,32,47
"2856",644636,2,9,32,46
"2857",644637,3,11,32,46
"2858",644639,2,11,32,50
"2859",644641,2,11,32,47
"2860",644649,3,18,31,55
"2861",644652,3,11,32,47
"2862",644653,3,11,32,45
"2863",644655,3,18,31,55
"2864",644656,2,9,32,45
"2865",644660,3,11,32,49
"2866",644663,3,18,31,55
"2867",644665,1,18,32,55
"2868",644666,3,11,32,46
"2869",644667,2,9,32,56
"2870",644668,2,9,32,45
"2871",644669,1,11,33,46
"2872",644670,3,18,31,54
"2873",644672,3,11,32,47
"2874",644674,2,11,32,45
"2875",644676,3,18,31,54
"2876",644679,3,11,32,47
"2877",644683,1,28,30,56
"2878",644684,2,18,32,54
"2879",644687,3,11,32,49
"2880",644688,3,28,30,54
"2881",644689,3,18,31,54
"2882",644690,3,17,31,54
"2883",644693,2,7,32,46
"2884",644694,2,10,32,57
"2885",644695,3,11,32,46
"2886",644699,2,8,32,47
"2887",644700,2,11,32,45
"2888",644701,3,28,30,51
"2889",644703,2,8,32,47
"2890",644706,3,18,31,43
"2891",644707,3,8,32,54
"2892",644712,2,8,32,46
"2893",644714,2,8,32,50
"2894",644715,2,11,32,48
"2895",644716,2,8,32,47
"2896",644718,2,9,32,44
"2897",644719,2,7,32,47
"2898",644726,3,18,31,46
"2899",644728,3,11,32,46
"2900",644729,2,11,32,48
"2901",644730,3,18,31,46
"2902",644731,3,11,32,45
"2903",644732,2,7,32,48
"2904",644733,2,9,32,55
"2905",644734,2,11,32,49
"2906",644735,3,11,32,45
"2907",644738,3,18,31,51
"2908",644742,3,11,32,46
"2909",644743,1,8,22,37
"2910",644744,3,17,31,48
"2911",644745,3,28,30,57
"2912",644746,2,8,32,46
"2913",644748,3,18,31,55
"2914",644749,3,11,32,47
"2915",644750,2,28,31,57
"2916",644751,2,8,32,49
"2917",644752,3,29,30,53
"2918",644754,2,8,32,48
"2919",644755,2,7,32,51
"2920",644756,3,28,30,53
"2921",644759,3,10,32,46
"2922",644760,3,11,32,44
"2923",644761,3,18,31,53
"2924",644767,2,7,32,52
"2925",644768,1,10,33,46
"2926",644772,2,8,32,46
"2927",644773,2,7,32,47
"2928",644774,2,8,32,47
"2929",644776,3,18,31,53
"2930",644780,2,9,32,47
"2931",644781,3,18,31,55
"2932",644784,3,8,31,43
"2933",644786,2,7,32,48
"2934",644788,2,7,32,51
"2935",644790,3,18,31,53
"2936",644791,3,11,32,45
"2937",644792,1,18,32,53
"2938",644793,3,8,31,42
"2939",644795,3,11,32,47
"2940",644797,2,7,32,47
"2941",644798,3,10,32,45
"2942",644799,3,10,32,45
"2943",644800,2,8,32,45
"2944",644803,2,7,32,48
"2945",644804,3,18,31,55
"2946",644805,3,18,31,55
"2947",644807,2,7,32,47
"2948",644810,2,8,32,47
"2949",644811,2,8,32,43
"2950",644812,3,28,30,52
"2951",644813,2,8,32,49
"2952",644816,2,8,32,47
"2953",644817,2,10,32,46
"2954",644820,3,18,31,54
"2955",644822,3,18,31,51
"2956",644823,2,18,32,55
"2957",644825,1,8,25,38
"2958",644826,3,18,31,54
"2959",644827,2,7,32,45
"2960",644828,3,27,30,53
"2961",644829,2,7,32,49
"2962",644830,3,21,31,52
"2963",644833,2,8,32,49
"2964",644834,3,18,31,55
"2965",644835,2,8,32,48
"2966",644836,3,28,30,56
"2967",644839,3,18,31,55
"2968",644841,3,28,30,57
"2969",644843,2,6,32,43
"2970",644848,2,8,32,48
"2971",644849,3,10,32,45
"2972",644851,3,18,31,56
"2973",644853,3,18,31,55
"2974",644854,2,8,32,47
"2975",644855,3,11,32,45
"2976",644857,2,8,32,49
"2977",644859,3,18,31,54
"2978",644860,3,18,31,55
"2979",644862,3,27,30,53
"2980",644863,3,27,30,52
"2981",644871,3,27,30,55
"2982",644872,3,18,31,53
"2983",644874,2,10,32,45
"2984",644877,2,8,32,45
"2985",644878,2,7,32,47
"2986",644879,2,8,32,47
"2987",644881,2,7,32,48
"2988",644882,2,7,32,47
"2989",644888,3,28,30,55
"2990",644891,3,29,30,54
"2991",644892,2,6,32,46
"2992",644895,2,7,32,48
"2993",644896,2,27,31,56
"2994",644902,3,18,31,56
"2995",644905,3,18,31,55
"2996",644906,2,7,32,47
"2997",644908,2,7,32,47
"2998",644910,2,8,32,47
"2999",644912,2,6,32,41
"3000",644916,3,18,31,55
"3001",644921,2,7,32,48
"3002",644922,2,7,32,47
"3003",644923,2,8,32,46
"3004",644924,3,27,30,55
"3005",644928,2,8,32,45
"3006",644929,3,27,30,55
"3007",644930,3,18,31,54
"3008",644931,3,27,30,50
"3009",644932,3,18,31,55
"3010",644933,3,27,30,55
"3011",644938,1,27,31,54
"3012",644941,3,27,30,57
"3013",644947,1,10,33,45
"3014",644949,3,29,30,57
"3015",644950,3,27,30,57
"3016",644952,2,8,32,45
"3017",644953,2,7,32,48
"3018",644955,2,8,32,45
"3019",644956,2,10,32,45
"3020",644957,3,27,30,59
"3021",644960,2,7,32,47
"3022",644961,3,9,32,45
"3023",644963,3,8,32,43
"3024",644970,3,18,31,55
"3025",644971,3,28,30,57
"3026",644975,3,27,30,54
"3027",644976,2,7,32,47
"3028",644977,3,18,31,57
"3029",644979,2,7,32,45
"3030",644981,1,10,33,46
"3031",644982,3,28,30,56
"3032",644984,3,9,32,44
"3033",644985,3,28,30,57
"3034",644986,2,8,32,46
"3035",644988,2,10,32,46
"3036",644990,2,10,32,45
"3037",644991,3,18,31,54
"3038",644995,2,7,32,46
"3039",644997,3,18,31,54
"3040",644998,2,7,32,47
"3041",645001,3,27,30,55
"3042",645002,3,27,30,51
"3043",645004,2,8,32,46
"3044",645006,3,27,30,52
"3045",645007,3,18,31,56
"3046",645008,3,27,30,55
"3047",645009,2,7,32,43
"3048",645010,3,9,32,46
"3049",645011,2,8,32,44
"3050",645012,2,7,32,48
"3051",645020,3,8,32,44
"3052",645021,3,28,30,56
"3053",645022,3,18,31,53
"3054",645027,3,28,30,52
"3055",645028,2,8,32,46
"3056",645031,3,18,31,54
"3057",645038,3,8,32,44
"3058",645040,2,18,32,55
"3059",645044,2,6,32,47
"3060",645046,3,18,31,54
"3061",645048,3,28,30,57
"3062",645049,2,7,32,47
"3063",645050,2,11,32,47
"3064",645051,3,27,30,51
"3065",645052,2,6,32,48
"3066",645053,2,7,32,46
"3067",645055,2,7,32,48
"3068",645056,3,27,30,54
"3069",645057,3,9,32,46
"3070",645059,3,28,30,59
"3071",645063,3,18,31,50
"3072",645066,3,27,30,51
"3073",645068,2,8,32,47
"3074",645069,2,8,32,48
"3075",645071,3,28,30,55
"3076",645075,2,8,32,45
"3077",645084,2,6,32,47
"3078",645089,2,7,32,46
"3079",645092,2,6,32,47
"3080",645093,3,10,32,47
"3081",645095,3,27,29,57
"3082",645097,2,8,32,46
"3083",645098,1,29,31,57
"3084",645099,3,18,31,49
"3085",645101,3,27,30,58
"3086",645102,1,29,26,50
"3087",645103,2,6,32,46
"3088",645104,3,27,30,52
"3089",645105,2,7,32,47
"3090",645109,3,27,30,54
"3091",645111,2,7,32,47
"3092",645112,3,18,31,54
"3093",645114,2,8,32,46
"3094",645116,2,7,32,47
"3095",645117,3,29,30,59
"3096",645118,1,29,31,56
"3097",645119,3,27,30,51
"3098",645122,1,28,31,54
"3099",645123,3,27,30,52
"3100",645124,2,7,32,45
"3101",645126,2,7,32,48
"3102",645127,3,18,31,54
"3103",645129,3,27,30,54
"3104",645132,3,27,30,53
"3105",645134,3,28,30,57
"3106",645136,2,6,32,41
"3107",645142,2,7,32,46
"3108",645150,2,6,32,44
"3109",645153,3,18,31,55
"3110",645155,3,27,30,50
"3111",645159,2,7,32,47
"3112",645160,3,27,30,53
"3113",645162,2,8,32,47
"3114",645165,3,27,30,52
"3115",645171,2,7,32,48
"3116",645172,2,8,32,48
"3117",645177,2,8,32,47
"3118",645180,2,7,32,45
"3119",645181,1,22,27,49
"3120",645189,3,18,31,49
"3121",645195,2,8,32,46
"3122",645197,2,6,32,46
"3123",645199,2,8,32,48
"3124",645204,3,29,30,57
"3125",645205,3,27,30,51
"3126",645206,2,8,32,48
"3127",645208,2,17,31,50
"3128",645209,1,28,31,57
"3129",645210,3,27,30,51
"3130",645211,1,28,31,57
"3131",645212,2,8,32,48
"3132",645213,3,27,30,49
"3133",645218,3,27,30,53
"3134",645219,3,27,30,53
"3135",645221,3,27,30,56
"3136",645224,3,28,30,56
"3137",645227,2,6,32,46
"3138",645228,2,7,32,46
"3139",645237,3,27,30,51
"3140",645238,3,18,31,53
"3141",645241,3,18,31,54
"3142",645244,3,18,31,55
"3143",645247,2,7,32,48
"3144",645248,3,27,30,57
"3145",645249,3,18,31,54
"3146",645252,2,6,32,45
"3147",645254,3,18,31,51
"3148",645258,1,29,31,57
"3149",645259,1,27,31,59
"3150",645260,3,28,30,54
"3151",645262,3,27,30,56
"3152",645263,3,18,31,54
"3153",645266,3,27,30,49
"3154",645267,1,28,31,55
"3155",645270,3,28,30,57
"3156",645273,2,6,32,47
"3157",645274,3,18,31,52
"3158",645275,2,6,32,46
"3159",645277,3,27,30,53
"3160",645278,3,18,31,48
"3161",645283,3,27,30,54
"3162",645285,3,10,32,44
"3163",645286,3,27,30,52
"3164",645287,2,6,32,44
"3165",645289,1,28,31,55
"3166",645290,1,28,31,56
"3167",645291,2,7,32,47
"3168",645292,3,28,30,57
"3169",645293,2,7,32,46
"3170",645295,1,22,28,49
"3171",645298,3,28,30,56
"3172",645300,3,18,31,49
"3173",645301,3,27,30,55
"3174",645302,2,8,32,47
"3175",645304,2,7,32,47
"3176",645305,3,28,30,57
"3177",645306,3,28,30,57
"3178",645310,3,18,31,48
"3179",645311,1,29,31,55
"3180",645313,1,28,31,56
"3181",645315,1,18,32,49
"3182",645317,1,28,31,56
"3183",645320,2,6,32,48
"3184",645321,2,10,32,43
"3185",645324,3,18,31,47
"3186",645326,3,27,30,51
"3187",645329,3,28,30,54
"3188",645332,3,28,30,55
"3189",645334,2,7,32,48
"3190",645337,3,18,31,51
"3191",645338,2,6,32,41
"3192",645341,3,18,31,50
"3193",645345,1,28,31,57
"3194",645351,1,17,32,53
"3195",645353,2,10,32,45
"3196",645356,3,10,32,49
"3197",645362,2,10,32,45
"3198",645364,1,28,31,57
"3199",645365,1,7,33,49
"3200",645371,1,28,31,58
"3201",645375,2,10,32,47
"3202",645376,2,10,32,47
"3203",645377,1,22,31,52
"3204",645378,2,10,32,50
"3205",645379,2,10,32,45
"3206",645385,2,10,32,45
"3207",645386,2,19,31,53
"3208",645389,2,6,32,48
"3209",645393,2,10,32,46
"3210",645397,2,10,32,46
"3211",645402,1,28,31,55
"3212",645403,2,6,32,48
"3213",645412,2,18,31,52
"3214",645417,3,28,30,55
"3215",645419,3,28,30,55
"3216",645421,3,29,30,57
"3217",645423,2,17,31,54
"3218",645425,2,9,32,40
"3219",645427,2,9,32,42
"3220",645429,2,6,32,48
"3221",645432,2,18,31,55
"3222",645433,2,9,32,44
"3223",645436,2,7,32,46
"3224",645439,2,20,30,56
"3225",645442,2,8,32,50
"3226",645443,2,8,32,49
"3227",645444,1,28,31,55
"3228",645449,1,8,33,50
"3229",645453,2,9,32,44
"3230",645454,2,7,32,49
"3231",645455,2,8,32,52
"3232",645457,1,27,31,55
"3233",645458,2,8,32,50
"3234",645459,2,9,32,41
"3235",645463,3,18,31,57
"3236",645465,2,18,31,58
"3237",645469,2,8,32,48
"3238",645470,2,9,32,53
"3239",645471,1,28,31,58
"3240",645472,2,18,31,57
"3241",645474,2,10,32,43
"3242",645475,2,9,32,43
"3243",645478,2,19,31,58
"3244",645484,2,9,32,41
"3245",645485,3,8,32,53
"3246",645487,2,7,32,48
"3247",645490,2,9,32,44
"3248",645492,2,8,32,52
"3249",645494,1,7,33,47
"3250",645497,3,11,32,50
"3251",645500,2,18,31,57
"3252",645501,2,10,32,45
"3253",645502,2,9,32,45
"3254",645506,2,9,32,45
"3255",645508,2,9,32,45
"3256",645509,1,15,24,40
"3257",645512,2,17,31,56
"3258",645514,2,10,32,45
"3259",645516,2,10,32,44
"3260",645523,3,19,31,55
"3261",645524,3,9,32,45
"3262",645525,2,10,32,45
"3263",645527,2,9,32,44
"3264",645529,2,17,31,52
"3265",645530,3,20,29,57
"3266",645532,2,19,30,57
"3267",645533,3,17,31,55
"3268",645535,3,17,31,54
"3269",645537,2,10,32,45
"3270",645538,3,15,31,53
"3271",645539,2,8,32,49
"3272",645543,1,8,33,50
"3273",645545,2,17,31,53
"3274",645547,2,17,31,57
"3275",645548,2,9,32,45
"3276",645552,3,18,31,58
"3277",645555,2,9,32,45
"3278",645557,2,17,31,57
"3279",645560,2,9,32,45
"3280",645562,3,17,31,55
"3281",645565,2,17,31,56
"3282",645566,2,9,32,44
"3283",645568,2,21,31,53
"3284",645573,2,9,32,44
"3285",645574,2,19,31,55
"3286",645575,2,9,32,45
"3287",645577,2,18,31,58
"3288",645579,1,24,32,57
"3289",645580,2,9,32,47
"3290",645581,2,9,32,46
"3291",645582,2,9,32,47
"3292",645584,2,17,31,55
"3293",645586,3,18,31,59
"3294",645590,2,9,32,45
"3295",645591,2,9,32,45
"3296",645592,1,19,32,57
"3297",645594,3,17,31,53
"3298",645597,2,18,31,58
"3299",645598,2,9,32,45
"3300",645600,2,10,32,45
"3301",645602,3,17,31,53
"3302",645605,1,19,32,60
"3303",645606,2,7,32,45
"3304",645609,2,9,32,44
"3305",645612,2,18,31,58
"3306",645615,2,18,31,55
"3307",645616,1,15,27,46
"3308",645620,3,19,31,57
"3309",645627,2,10,32,44
"3310",645629,2,9,32,45
"3311",645631,2,9,32,45
"3312",645635,2,9,32,44
"3313",645641,2,9,32,45
"3314",645643,3,18,31,51
"3315",645645,2,9,32,45
"3316",645647,2,18,31,58
"3317",645649,2,9,32,45
"3318",645654,2,9,32,44
"3319",645656,2,9,32,45
"3320",645658,2,6,32,46
"3321",645660,3,6,32,46
"3322",645662,2,9,32,45
"3323",645663,2,20,32,59
"3324",645664,2,9,32,45
"3325",645666,2,18,31,60
"3326",645669,2,9,32,45
"3327",645671,2,19,31,57
"3328",645677,2,18,31,59
"3329",645686,2,9,32,45
"3330",645688,2,8,32,47
"3331",645696,2,18,31,52
"3332",645703,2,9,32,46
"3333",645704,2,18,31,55
"3334",645705,2,9,32,43
"3335",645706,2,18,31,56
"3336",645707,2,9,32,46
"3337",645708,2,18,31,57
"3338",645712,2,18,31,52
"3339",645713,2,9,32,45
"3340",645715,2,10,32,46
"3341",645719,2,9,32,45
"3342",645720,2,18,31,58
"3343",645722,2,9,32,45
"3344",645724,1,22,32,59
"3345",645725,2,10,32,49
"3346",645729,3,18,31,51
"3347",645733,2,19,31,59
"3348",645734,2,9,32,45
"3349",645735,2,9,32,45
"3350",645738,2,29,31,60
"3351",645739,2,7,32,45
"3352",645741,2,6,32,46
"3353",645742,2,9,32,46
"3354",645744,3,10,32,49
"3355",645745,2,9,32,44
"3356",645747,2,9,32,44
"3357",645748,3,10,32,48
"3358",645749,1,22,32,60
"3359",645751,3,8,32,42
"3360",645752,4,29,30,60
"3361",645753,2,9,32,47
"3362",645755,1,22,32,59
"3363",645759,2,9,32,45
"3364",645762,2,9,32,45
"3365",645766,3,22,31,61
"3366",645767,2,9,32,44
"3367",645770,2,9,32,46
"3368",645772,3,10,32,47
"3369",645774,2,6,32,46
"3370",645777,2,6,32,46
"3371",645778,3,22,31,60
