date,group,cluster,reconstructed,observed
2001-06-01,7,47,-4.89E-01,-0.367723
2001-07-01,7,47,-7.29E-01,0.26514614
2001-08-01,7,47,-6.92E-01,0.15966795
2001-09-01,7,47,-4.33E-01,0.22998676
2001-10-01,7,47,-8.63E-02,0.21240705
2001-11-01,7,47,2.29E-01,NA
2001-12-01,7,47,4.45E-01,NA
2002-01-01,7,47,5.24E-01,NA
2002-02-01,7,47,4.39E-01,NA
2002-03-01,7,47,1.78E-01,NA
2002-04-01,7,47,-2.45E-01,NA
2002-05-01,7,47,-7.56E-01,0.01903037
2002-06-01,7,47,-1.22E+00,-1.4225049
2002-07-01,7,47,-1.49E+00,-4.815387
2002-08-01,7,47,-1.51E+00,-4.8505464
2002-09-01,7,47,-1.27E+00,0.22998676
2002-10-01,7,47,-8.88E-01,0.22998676
2002-11-01,7,47,-5.04E-01,NA
2002-12-01,7,47,-2.08E-01,NA
2003-01-01,7,47,-4.45E-02,NA
2003-02-01,7,47,-3.96E-02,NA
2003-03-01,7,47,-2.02E-01,NA
2003-04-01,7,47,-5.14E-01,0.37062433
2003-05-01,7,47,-9.03E-01,0.5288416
2003-06-01,7,47,-1.24E+00,-0.50836056
2003-07-01,7,47,-1.40E+00,-4.63959
2003-08-01,7,47,-1.30E+00,-4.63959
2003-09-01,7,47,-9.29E-01,-0.13918692
2003-10-01,7,47,-4.32E-01,0.21240705
2003-11-01,7,47,4.51E-02,NA
2003-12-01,7,47,4.17E-01,NA
2004-01-01,7,47,6.37E-01,NA
2004-02-01,7,47,6.75E-01,NA
2004-03-01,7,47,5.22E-01,NA
2004-04-01,7,47,1.99E-01,0.30030555
2004-05-01,7,47,-2.31E-01,0.26514614
2004-06-01,7,47,-6.24E-01,-0.06886812
2004-07-01,7,47,-8.06E-01,-0.06886812
2004-08-01,7,47,-6.87E-01,-0.05128843
2004-09-01,7,47,-3.12E-01,0.15966795
2004-10-01,7,47,1.63E-01,0.22998676
2004-11-01,7,47,6.04E-01,NA
2004-12-01,7,47,9.39E-01,NA
2005-01-01,7,47,1.12E+00,NA
2005-02-01,7,47,1.10E+00,NA
2005-03-01,7,47,8.86E-01,NA
2005-04-01,7,47,4.96E-01,0.54642135
2005-05-01,7,47,-2.72E-03,0.6167401
2005-06-01,7,47,-4.53E-01,0.05418976
2005-07-01,7,47,-6.62E-01,-0.06886812
2005-08-01,7,47,-5.47E-01,-0.10402752
2005-09-01,7,47,-1.81E-01,0.22998676
2005-10-01,7,47,2.72E-01,0.30030555
2005-11-01,7,47,6.85E-01,NA
2005-12-01,7,47,9.94E-01,NA
2006-01-01,7,47,1.15E+00,NA
2006-02-01,7,47,1.11E+00,NA
2006-03-01,7,47,8.69E-01,NA
2006-04-01,7,47,4.47E-01,0.47610253
2006-05-01,7,47,-8.23E-02,0.47610253
2006-06-01,7,47,-5.48E-01,0.30030555
2006-07-01,7,47,-7.61E-01,-3.7078657
2006-08-01,7,47,-6.54E-01,-3.7078657
2006-09-01,7,47,-3.01E-01,0.12450856
2006-10-01,7,47,1.34E-01,0.30030555
2006-11-01,7,47,5.32E-01,NA
2006-12-01,7,47,8.33E-01,NA
2007-01-01,7,47,9.85E-01,NA
2007-02-01,7,47,9.49E-01,NA
2007-03-01,7,47,7.09E-01,NA
2007-04-01,7,47,2.86E-01,NA
2007-05-01,7,47,-2.37E-01,0.26514614
2007-06-01,7,47,-6.82E-01,0.01903037
2007-07-01,7,47,-8.72E-01,0.17724766
2007-08-01,7,47,-7.48E-01,-0.01612903
2007-09-01,7,47,-3.84E-01,0.12450856
2007-10-01,7,47,5.95E-02,0.33546495
2007-11-01,7,47,4.67E-01,NA
2007-12-01,7,47,7.82E-01,NA
2008-01-01,7,47,9.53E-01,NA
2008-02-01,7,47,9.38E-01,NA
2008-03-01,7,47,7.22E-01,NA
2008-04-01,7,47,3.28E-01,0.37062433
2008-05-01,7,47,-1.62E-01,-0.6138388
2008-06-01,7,47,-5.74E-01,-0.6138388
2008-07-01,7,47,-7.32E-01,-0.6489982
2008-08-01,7,47,-5.78E-01,-0.6489982
2008-09-01,7,47,-1.96E-01,-1.1763891
2008-10-01,7,47,2.51E-01,0.21240705
2008-11-01,7,47,6.56E-01,NA
2008-12-01,7,47,9.68E-01,NA
2009-01-01,7,47,1.14E+00,NA
2009-02-01,7,47,1.12E+00,NA
2009-03-01,7,47,9.09E-01,NA
2009-04-01,7,47,5.21E-01,0.37062433
2009-05-01,7,47,3.38E-02,0.47610253
2009-06-01,7,47,-3.83E-01,-0.13918692
2009-07-01,7,47,-5.50E-01,-0.12160722
2009-08-01,7,47,-4.09E-01,-0.05128843
2009-09-01,7,47,-4.52E-02,-0.10402752
2009-10-01,7,47,3.76E-01,0.5288416
2009-11-01,7,47,7.54E-01,NA
2009-12-01,7,47,1.04E+00,NA
2010-01-01,7,47,1.19E+00,NA
2010-02-01,7,47,1.16E+00,NA
2010-03-01,7,47,9.42E-01,NA
2010-04-01,7,47,5.48E-01,NA
2010-05-01,7,47,5.81E-02,0.12450856
2010-06-01,7,47,-3.64E-01,0.24756645
2010-07-01,7,47,-5.51E-01,0.24756645
2010-08-01,7,47,-4.40E-01,0.15966795
2010-09-01,7,47,-1.10E-01,-0.22708541
2010-10-01,7,47,2.80E-01,-0.20950572
2010-11-01,7,47,6.24E-01,NA
2010-12-01,7,47,8.78E-01,NA
2011-01-01,7,47,1.00E+00,NA
2011-02-01,7,47,9.58E-01,NA
2011-03-01,7,47,7.32E-01,NA
2011-04-01,7,47,3.40E-01,NA
2011-05-01,7,47,-1.44E-01,-0.3853027
2011-06-01,7,47,-5.72E-01,-0.367723
2011-07-01,7,47,-7.93E-01,-1.7389395
2011-08-01,7,47,-7.39E-01,-1.7389395
2011-09-01,7,47,-4.57E-01,0.30030555
2011-10-01,7,47,-9.31E-02,0.30030555
2011-11-01,7,47,2.22E-01,NA
2011-12-01,7,47,4.21E-01,NA
2012-01-01,7,47,4.67E-01,NA
2012-02-01,7,47,3.45E-01,NA
2012-03-01,7,47,5.54E-02,NA
2012-04-01,7,47,-3.74E-01,0.30030555
2012-05-01,7,47,-8.48E-01,0.01903037
2012-06-01,7,47,-1.20E+00,-1.3170267
2012-07-01,7,47,-1.28E+00,-1.9850553
2012-08-01,7,47,-1.07E+00,-1.826838
2012-09-01,7,47,-6.27E-01,-1.826838
2012-10-01,7,47,-1.09E-01,0.28272584
2012-11-01,7,47,3.70E-01,NA
2012-12-01,7,47,7.28E-01,NA
2013-01-01,7,47,9.27E-01,NA
2013-02-01,7,47,9.67E-01,NA
2013-03-01,7,47,8.61E-01,NA
2013-04-01,7,47,6.37E-01,NA
2013-05-01,7,47,3.43E-01,0.5288416
2013-06-01,7,47,7.17E-02,0.5288416
2013-07-01,7,47,-5.47E-02,0.5288416
2013-08-01,7,47,2.52E-02,0.5288416
2013-09-01,7,47,2.68E-01,0.5288416
2013-10-01,7,47,5.84E-01,0.5288416
2013-11-01,7,47,8.89E-01,NA
2013-12-01,7,47,1.12E+00,NA
2014-01-01,7,47,1.25E+00,NA
2014-02-01,7,47,1.25E+00,NA
2014-03-01,7,47,1.11E+00,NA
2014-04-01,7,47,8.56E-01,0.5288416
2014-05-01,7,47,5.29E-01,0.5288416
2014-06-01,7,47,2.29E-01,-0.17434631
2014-07-01,7,47,8.35E-02,-0.06886812
2014-08-01,7,47,1.51E-01,0.5288416
2014-09-01,7,47,3.78E-01,0.5288416
2014-10-01,7,47,6.67E-01,0.17724766
2014-11-01,7,47,9.40E-01,NA
2014-12-01,7,47,1.14E+00,NA
2015-01-01,7,47,1.25E+00,NA
2015-02-01,7,47,1.23E+00,NA
2015-03-01,7,47,1.09E+00,NA
2015-04-01,7,47,8.39E-01,NA
2015-05-01,7,47,5.30E-01,0.51126194
2015-06-01,7,47,2.54E-01,0.5288416
2015-07-01,7,47,1.19E-01,0.5288416
2015-08-01,7,47,1.68E-01,0.5288416
2015-09-01,7,47,3.48E-01,0.15966795
2015-10-01,7,47,5.71E-01,0.47610253
2015-11-01,7,47,7.72E-01,NA
2015-12-01,7,47,9.08E-01,NA
1984-01-01,2,46,-0.66201866,NA
1984-02-01,2,46,-0.94035757,NA
1984-03-01,2,46,-1.2006733,NA
1984-04-01,2,46,-1.3994837,NA
1984-05-01,2,46,-1.5659547,-1.5515845
1984-06-01,2,46,-1.7004014,-1.5515845
1984-07-01,2,46,-1.769566,-1.5515845
1984-08-01,2,46,-1.7329779,-1.5515845
1984-09-01,2,46,-1.6064355,-1.5515845
1984-10-01,2,46,-1.4435085,NA
1984-11-01,2,46,-1.289722,NA
1984-12-01,2,46,-1.1756767,NA
1985-01-01,2,46,-1.1202127,NA
1985-02-01,2,46,-1.1314846,NA
1985-03-01,2,46,-1.2069707,NA
1985-04-01,2,46,-1.3329158,-1.5472695
1985-05-01,2,46,-1.4823778,-1.5515845
1985-06-01,2,46,-1.6145163,-1.5515845
1985-07-01,2,46,-1.6858153,-1.5515845
1985-08-01,2,46,-1.6684333,-1.5515845
1985-09-01,2,46,-1.561154,-1.5515845
1985-10-01,2,46,-1.389006,-1.5515845
1985-11-01,2,46,-1.1926711,NA
1985-12-01,2,46,-1.0138597,NA
1986-01-01,2,46,-0.88540953,NA
1986-02-01,2,46,-0.8278781,NA
1986-03-01,2,46,-0.848017,NA
1986-04-01,2,46,-0.9367912,-0.94532645
1986-05-01,2,46,-1.0691742,-1.510592
1986-06-01,2,46,-1.2072325,-1.510592
1986-07-01,2,46,-1.307033,-1.510592
1986-08-01,2,46,-1.3305273,-1.4437094
1986-09-01,2,46,-1.2598212,-1.4437094
1986-10-01,2,46,-1.106416,-1.4437094
1986-11-01,2,46,-0.9105369,NA
1986-12-01,2,46,-0.7280794,NA
1987-01-01,2,46,-0.6075882,NA
1987-02-01,2,46,-0.57625455,NA
1987-03-01,2,46,-0.63871354,0.2801346
1987-04-01,2,46,-0.7797767,0.11400694
1987-05-01,2,46,-0.96870375,-0.8568689
1987-06-01,2,46,-1.161574,-1.2689518
1987-07-01,2,46,-1.305237,-1.5472695
1987-08-01,2,46,-1.3525386,-1.5472695
1987-09-01,2,46,-1.285758,-1.2775818
1987-10-01,2,46,-1.1343244,NA
1987-11-01,2,46,-0.9610075,NA
1987-12-01,2,46,-0.82054853,NA
1988-01-01,2,46,-0.74720734,NA
1988-02-01,2,46,-0.75790495,NA
1988-03-01,2,46,-0.85069174,-0.8611839
1988-04-01,2,46,-1.0064175,-0.92159396
1988-05-01,2,46,-1.1928905,-1.2150142
1988-06-01,2,46,-1.3686464,-1.4782294
1988-07-01,2,46,-1.4898014,-1.5515845
1988-08-01,2,46,-1.5237792,-1.5515845
1988-09-01,2,46,-1.4659741,-1.5515845
1988-10-01,2,46,-1.3438582,-1.5515845
1988-11-01,2,46,-1.2013975,NA
1988-12-01,2,46,-1.080353,NA
1989-01-01,2,46,-1.0110725,NA
1989-02-01,2,46,-1.0097933,NA
1989-03-01,2,46,-1.0773585,NA
1989-04-01,2,46,-1.1994915,NA
1989-05-01,2,46,-1.3493586,-1.2603217
1989-06-01,2,46,-1.4921985,NA
1989-07-01,2,46,-1.5929065,-1.5515845
1989-08-01,2,46,-1.6269627,-1.5515845
1989-09-01,2,46,-1.5904961,-1.5515845
1989-10-01,2,46,-1.5017387,-1.5515845
1989-11-01,2,46,-1.3921584,NA
1989-12-01,2,46,-1.2944902,NA
1990-01-01,2,46,-1.2343296,NA
1990-02-01,2,46,-1.2261493,NA
1990-03-01,2,46,-1.2718155,NA
1990-04-01,2,46,-1.3606505,-1.5515845
1990-05-01,2,46,-1.4715308,-1.5472695
1990-06-01,2,46,-1.5773051,-1.476072
1990-07-01,2,46,-1.6512842,-1.540797
1990-08-01,2,46,-1.6750205,-1.5429544
1990-09-01,2,46,-1.6447201,-1.5515845
1990-10-01,2,46,-1.5723023,-1.5472695
1990-11-01,2,46,-1.4802566,NA
1990-12-01,2,46,-1.3939688,NA
1991-01-01,2,46,-1.3352196,NA
1991-02-01,2,46,-1.3179595,NA
1991-03-01,2,46,-1.3460845,-1.5472695
1991-04-01,2,46,-1.4128807,-1.5515845
1991-05-01,2,46,-1.502293,-1.4739144
1991-06-01,2,46,-1.5920801,-1.514907
1991-07-01,2,46,-1.6586561,-1.5515845
1991-08-01,2,46,-1.683379,-1.5472695
1991-09-01,2,46,-1.6588502,-1.5429544
1991-10-01,2,46,-1.5919008,-1.5235369
1991-11-01,2,46,-1.5010875,NA
1991-12-01,2,46,-1.4104415,NA
1992-01-01,2,46,-1.3428326,NA
1992-02-01,2,46,-1.3148427,NA
1992-03-01,2,46,-1.3335552,NA
1992-04-01,2,46,-1.3951218,-1.4674419
1992-05-01,2,46,-1.4850124,-1.5170645
1992-06-01,2,46,-1.5799395,-1.5515845
1992-07-01,2,46,-1.6518391,-1.5515845
1992-08-01,2,46,-1.6749095,-1.5515845
1992-09-01,2,46,-1.6349804,-1.5515845
1992-10-01,2,46,-1.5363954,-1.5256945
1992-11-01,2,46,-1.4012986,NA
1992-12-01,2,46,-1.2619472,NA
1993-01-01,2,46,-1.1505976,NA
1993-02-01,2,46,-1.091188,NA
1993-03-01,2,46,-1.0950499,NA
1993-04-01,2,46,-1.1594386,-1.3466219
1993-05-01,2,46,-1.2669654,-1.3466219
1993-06-01,2,46,-1.38556,-1.514907
1993-07-01,2,46,-1.4715133,-1.5515845
1993-08-01,2,46,-1.4806569,-1.5213795
1993-09-01,2,46,-1.3876507,-1.5213795
1993-10-01,2,46,-1.201892,NA
1993-11-01,2,46,-0.96551645,NA
1993-12-01,2,46,-0.73362255,NA
1994-01-01,2,46,-0.5538362,NA
1994-02-01,2,46,-0.4564371,NA
1994-03-01,2,46,-0.45058072,0.81951004
1994-04-01,2,46,-0.5248964,-0.22040585
1994-05-01,2,46,-0.64998543,-0.7187888
1994-06-01,2,46,-0.7782852,-1.0985091
1994-07-01,2,46,-0.8483292,-1.1912817
1994-08-01,2,46,-0.8051311,-1.3595668
1994-09-01,2,46,-0.6295557,-0.38221848
1994-10-01,2,46,-0.3516562,-0.38221848
1994-11-01,2,46,-0.03481467,NA
1994-12-01,2,46,0.25335854,NA
1995-01-01,2,46,0.45964152,NA
1995-02-01,2,46,0.55796397,NA
1995-03-01,2,46,0.5533584,NA
1995-04-01,2,46,0.46918797,0.6641699
1995-05-01,2,46,0.33740556,-0.01112817
1995-06-01,2,46,0.20000488,0.3081821
1995-07-01,2,46,0.10896112,0.25640205
1995-08-01,2,46,0.11118683,-0.11253076
1995-09-01,2,46,0.22427315,0.25855955
1995-10-01,2,46,0.42553747,0.5908148
1995-11-01,2,46,0.66361475,NA
1995-12-01,2,46,0.8793918,NA
1996-01-01,2,46,1.0233693,NA
1996-02-01,2,46,1.070857,NA
1996-03-01,2,46,1.0257866,0.9640627
1996-04-01,2,46,0.909449,0.9640627
1996-05-01,2,46,0.7521015,0.83892757
1996-06-01,2,46,0.5938977,0.6318074
1996-07-01,2,46,0.48373073,0.5131448
1996-08-01,2,46,0.46411586,0.49588475
1996-09-01,2,46,0.5488513,0.57786983
1996-10-01,2,46,0.7147899,0.6318074
1996-11-01,2,46,0.91393846,NA
1996-12-01,2,46,1.0926878,NA
1997-01-01,2,46,1.207233,NA
1997-02-01,2,46,1.2352487,NA
1997-03-01,2,46,1.1787422,NA
1997-04-01,2,46,1.0560989,0.8842351
1997-05-01,2,46,0.89582336,0.86481756
1997-06-01,2,46,0.737202,0.8540301
1997-07-01,2,46,0.6277239,0.6555399
1997-08-01,2,46,0.6063677,0.6555399
1997-09-01,2,46,0.6824042,0.8756051
1997-10-01,2,46,0.8307936,0.9317001
1997-11-01,2,46,1.006268,NA
1997-12-01,2,46,1.1612878,NA
1998-01-01,2,46,1.2581522,NA
1998-02-01,2,46,1.2771535,NA
1998-03-01,2,46,1.2189308,NA
1998-04-01,2,46,1.0993019,0.93817264
1998-05-01,2,46,0.94507015,0.9489601
1998-06-01,2,46,0.79446155,0.8863926
1998-07-01,2,46,0.6927724,0.87992007
1998-08-01,2,46,0.67475,0.91012514
1998-09-01,2,46,0.7459328,0.91012514
1998-10-01,2,46,0.8811235,0.92954266
1998-11-01,2,46,1.0387149,NA
1998-12-01,2,46,1.1765522,NA
1999-01-01,2,46,1.2615825,NA
1999-02-01,2,46,1.2759815,NA
1999-03-01,2,46,1.2193431,0.95111763
1999-04-01,2,46,1.105633,0.6318074
1999-05-01,2,46,0.96040744,0.75909996
1999-06-01,2,46,0.8203708,0.75909996
1999-07-01,2,46,0.72751725,0.7785175
1999-08-01,2,46,0.7124972,0.69868994
1999-09-01,2,46,0.778871,0.9338576
1999-10-01,2,46,0.90274423,0.96622014
1999-11-01,2,46,1.0459374,NA
1999-12-01,2,46,1.170209,NA
2000-01-01,2,46,1.2457285,NA
2000-02-01,2,46,1.2559445,NA
2000-03-01,2,46,1.1995916,1.0352602
2000-04-01,2,46,1.0892135,0.95759016
2000-05-01,2,46,0.9493858,0.95543265
2000-06-01,2,46,0.815502,0.91012514
2000-07-01,2,46,0.72706795,0.59944487
2000-08-01,2,46,0.71218574,0.59944487
2000-09-01,2,46,0.7735633,0.8583451
2000-10-01,2,46,0.88843834,0.8432426
2000-11-01,2,46,1.0208949,NA
2000-12-01,2,46,1.135237,NA
2001-01-01,2,46,1.2037346,NA
2001-02-01,2,46,1.2105216,NA
2001-03-01,2,46,1.1534932,NA
2001-04-01,2,46,1.0440929,1.0352602
2001-05-01,2,46,0.90642786,1.0417327
2001-06-01,2,46,0.7755108,0.95111763
2001-07-01,2,46,0.6896799,0.6727999
2001-08-01,2,46,0.67546743,0.6555399
2001-09-01,2,46,0.734753,0.8777626
2001-10-01,2,46,0.8451513,0.61238986
2001-11-01,2,46,0.9719592,NA
2001-12-01,2,46,1.080933,NA
2002-01-01,2,46,1.1454786,NA
2002-02-01,2,46,1.1499788,NA
2002-03-01,2,46,1.0916945,NA
2002-04-01,2,46,0.98139626,1.0223153
2002-05-01,2,46,0.84311765,0.9813227
2002-06-01,2,46,0.71200097,0.73320997
2002-07-01,2,46,0.62592924,0.7224225
2002-08-01,2,46,0.6105214,0.6512249
2002-09-01,2,46,0.66717523,0.73320997
2002-10-01,2,46,0.7738338,0.93817264
2002-11-01,2,46,0.8965455,NA
2002-12-01,2,46,1.0017644,NA
2003-01-01,2,46,1.0632718,NA
2003-02-01,2,46,1.065322,NA
2003-03-01,2,46,1.0046351,1.0331028
2003-04-01,2,46,0.89156085,0.9597477
2003-05-01,2,46,0.7502713,0.7785175
2003-06-01,2,46,0.6163159,0.6512249
2003-07-01,2,46,0.5275734,0.62101984
2003-08-01,2,46,0.5092425,0.56708235
2003-09-01,2,46,0.56257904,0.5757123
2003-10-01,2,46,0.66592824,0.7526275
2003-11-01,2,46,0.7858801,NA
2003-12-01,2,46,0.88918984,NA
2004-01-01,2,46,0.9495994,NA
2004-02-01,2,46,0.9509801,NA
2004-03-01,2,46,0.88945156,NA
2004-04-01,2,46,0.7749382,0.80872256
2004-05-01,2,46,0.6317009,NA
2004-06-01,2,46,0.49567682,0.49804226
2004-07-01,2,46,0.4048465,0.33838713
2004-08-01,2,46,0.38417974,0.33838713
2004-09-01,2,46,0.43498838,0.35780466
2004-10-01,2,46,0.5362122,0.80656505
2004-11-01,2,46,0.65511155,NA
2004-12-01,2,46,0.7586963,NA
2005-01-01,2,46,0.82040614,NA
2005-02-01,2,46,0.823362,NA
2005-03-01,2,46,0.7627651,0.9014951
2005-04-01,2,46,0.64791083,0.56708235
2005-05-01,2,46,0.5031192,0.5390348
2005-06-01,2,46,0.36498722,0.20030701
2005-07-01,2,46,0.27216408,0.20030701
2005-08-01,2,46,0.2499055,0.20462202
2005-09-01,2,46,0.2997217,0.22619703
2005-10-01,2,46,0.40101004,0.38369468
2005-11-01,2,46,0.521513,NA
2005-12-01,2,46,0.6282686,NA
2006-01-01,2,46,0.6940725,NA
2006-02-01,2,46,0.70091754,NA
2006-03-01,2,46,0.6428593,0.7828325
2006-04-01,2,46,0.52860326,0.49804226
2006-05-01,2,46,0.38289052,0.4160572
2006-06-01,2,46,0.24370092,0.16362947
2006-07-01,2,46,0.15123266,-0.6281737
2006-08-01,2,46,0.13152272,-0.6281737
2006-09-01,2,46,0.18600957,0.187362
2006-10-01,2,46,0.2938026,0.25424457
2006-11-01,2,46,0.42248106,NA
2006-12-01,2,46,0.53875196,NA
2007-01-01,2,46,0.61453784,NA
2007-02-01,2,46,0.6305551,NA
2007-03-01,2,46,0.5796842,0.25640205
2007-04-01,2,46,0.4700663,0.54982233
2007-05-01,2,46,0.3268918,0.49804226
2007-06-01,2,46,0.18974689,0.35780466
2007-07-01,2,46,0.1010435,0.20462202
2007-08-01,2,46,0.08832684,0.17657448
2007-09-01,2,46,0.15300316,0.38369468
2007-10-01,2,46,0.27320442,0.4462622
2007-11-01,2,46,0.41558683,NA
2007-12-01,2,46,0.54602873,NA
2008-01-01,2,46,0.6352421,NA
2008-02-01,2,46,0.6624597,NA
2008-03-01,2,46,0.6192771,0.5541373
2008-04-01,2,46,0.5130791,0.5627673
2008-05-01,2,46,0.36925513,0.4160572
2008-06-01,2,46,0.2292616,0.39016718
2008-07-01,2,46,0.13902354,0.24561454
2008-08-01,2,46,0.12917437,0.24561454
2008-09-01,2,46,0.20149566,0.24561454
2008-10-01,2,46,0.33219397,0.39663967
2008-11-01,2,46,0.48588836,NA
2008-12-01,2,46,0.62713665,NA
2009-01-01,2,46,0.72535986,NA
2009-02-01,2,46,0.7583711,NA
2009-03-01,2,46,0.71659833,NA
2009-04-01,2,46,0.6067434,0.815195
2009-05-01,2,46,0.45453963,0.35564715
2009-06-01,2,46,0.30393845,0.17441699
2009-07-01,2,46,0.20563203,0.17441699
2009-08-01,2,46,0.19442372,0.17657448
2009-09-01,2,46,0.27221656,0.27150458
2009-10-01,2,46,0.41167206,NA
2009-11-01,2,46,0.5740178,NA
2009-12-01,2,46,0.7228353,NA
2010-01-01,2,46,0.8278467,NA
2010-02-01,2,46,0.86720747,NA
2010-03-01,2,46,0.83168584,0.8712901
2010-04-01,2,46,0.7283318,0.7353675
2010-05-01,2,46,0.58310366,0.6900599
2010-06-01,2,46,0.44047016,0.4009547
2010-07-01,2,46,0.35259062,0.3923247
2010-08-01,2,46,0.35584912,0.3923247
2010-09-01,2,46,0.45156437,0.4462622
2010-10-01,2,46,0.60916126,0.5627673
2010-11-01,2,46,0.7869076,NA
2010-12-01,2,46,0.94849694,NA
2011-01-01,2,46,1.0665923,NA
2011-02-01,2,46,1.1232456,NA
2011-03-01,2,46,1.1123306,NA
2011-04-01,2,46,1.0414013,NA
2011-05-01,2,46,0.9325695,0.96837765
2011-06-01,2,46,0.8221956,0.9165976
2011-07-01,2,46,0.75343204,0.84971505
2011-08-01,2,46,0.75728303,0.84755754
2011-09-01,2,46,0.83502954,0.94033015
2011-10-01,2,46,0.959219,1.0136852
2011-11-01,2,46,1.0907354,NA
2011-12-01,2,46,1.1949964,NA
2012-01-01,2,46,1.248611,NA
2012-02-01,2,46,1.2402921,NA
2012-03-01,2,46,1.1702095,1.0136852
2012-04-01,2,46,1.0496334,1.0136852
2012-05-01,2,46,0.9018797,0.96622014
2012-06-01,2,46,0.7621286,NA
2012-07-01,2,46,0.66957426,0.70300496
2012-08-01,2,46,0.6506091,0.73320997
2012-09-01,2,46,0.7057011,0.73320997
2012-10-01,2,46,0.81208,0.9014951
2012-11-01,2,46,0.9371828,NA
2012-12-01,2,46,1.0501909,NA
2013-01-01,2,46,1.1276401,NA
2013-02-01,2,46,1.1557562,NA
2013-03-01,2,46,1.1311868,NA
2013-04-01,2,46,1.0609276,NA
2013-05-01,2,46,0.96232235,NA
2013-06-01,2,46,0.8623326,0.9597477
2013-07-01,2,46,0.7924397,0.82166755
2013-08-01,2,46,0.77678347,0.82166755
2013-09-01,2,46,0.82038724,0.83245504
2013-10-01,2,46,0.9081023,0.9597477
2013-11-01,2,46,1.0136327,NA
2013-12-01,2,46,1.1096519,NA
2014-01-01,2,46,1.1741605,NA
2014-02-01,2,46,1.1935339,NA
2014-03-01,2,46,1.1635718,1.0352602
2014-04-01,2,46,1.0898124,1.0331028
2014-05-01,2,46,0.98797256,0.9489601
2014-06-01,2,46,0.8834629,0.9468027
2014-07-01,2,46,0.80640197,0.81951004
2014-08-01,2,46,0.7800422,0.6447524
2014-09-01,2,46,0.80928755,0.83245504
2014-10-01,2,46,0.8795968,0.86697507
2014-11-01,2,46,0.96577114,NA
2014-12-01,2,46,1.0419134,NA
2015-01-01,2,46,1.0877099,NA
2015-02-01,2,46,1.0912662,NA
2015-03-01,2,46,1.0499942,1.0007402
2015-04-01,2,46,0.970919,0.9597477
2015-05-01,2,46,0.8707511,0.8130375
2015-06-01,2,46,0.7741335,0.5757123
2015-07-01,2,46,0.7071543,0.5713973
2015-08-01,2,46,0.68633044,0.7957775
2015-09-01,2,46,0.7104107,0.7957775
2015-10-01,2,46,0.7624613,0.7957775
2015-11-01,2,46,0.8194918,NA
2015-12-01,2,46,0.861146,NA
1984-01-01,5,25,-0.06467667,NA
1984-02-01,5,25,-0.10060127,NA
1984-03-01,5,25,-0.2791434,NA
1984-04-01,5,25,-0.46765465,NA
1984-05-01,5,25,-0.6515956,NA
1984-06-01,5,25,-0.8196246,-0.82164866
1984-07-01,5,25,-0.9501494,-0.82164866
1984-08-01,5,25,-1.0046928,-0.82164866
1984-09-01,5,25,-0.9505341,-0.82164866
1984-10-01,5,25,-0.81568736,NA
1984-11-01,5,25,-0.65550005,NA
1984-12-01,5,25,-0.5110487,NA
1985-01-01,5,25,-0.41129917,NA
1985-02-01,5,25,-0.37608355,NA
1985-03-01,5,25,-0.41520172,-0.82164866
1985-04-01,5,25,-0.52605295,-0.82164866
1985-05-01,5,25,-0.6896848,-0.82164866
1985-06-01,5,25,-0.86667687,NA
1985-07-01,5,25,-1.004684,-0.82164866
1985-08-01,5,25,-1.0587126,-0.82164866
1985-09-01,5,25,-1.0077193,NA
1985-10-01,5,25,-0.86101335,-0.82164866
1985-11-01,5,25,-0.6537817,NA
1985-12-01,5,25,-0.43391806,NA
1986-01-01,5,25,-0.24856307,NA
1986-02-01,5,25,-0.13523206,NA
1986-03-01,5,25,-0.11468376,-0.82164866
1986-04-01,5,25,-0.18595798,-0.82164866
1986-05-01,5,25,-0.3275791,-0.82164866
1986-06-01,5,25,-0.5012252,-0.82164866
1986-07-01,5,25,-0.6557174,-0.82164866
1986-08-01,5,25,-0.7371302,-0.82164866
1986-09-01,5,25,-0.7074284,-0.82164866
1986-10-01,5,25,-0.5653545,-0.82164866
1986-11-01,5,25,-0.35585523,NA
1986-12-01,5,25,-0.14360923,NA
1987-01-01,5,25,0.02054204,NA
1987-02-01,5,25,0.10337814,NA
1987-03-01,5,25,0.08983304,1.7539102
1987-04-01,5,25,-0.01554798,1.090895
1987-05-01,5,25,-0.19055426,-0.4646405
1987-06-01,5,25,-0.39788795,-0.82164866
1987-07-01,5,25,-0.585854,-0.82164866
1987-08-01,5,25,-0.6947212,-0.82164866
1987-09-01,5,25,-0.68549144,-0.82164866
1987-10-01,5,25,-0.56962454,-0.82164866
1987-11-01,5,25,-0.39727148,NA
1987-12-01,5,25,-0.22499126,NA
1988-01-01,5,25,-0.09890502,NA
1988-02-01,5,25,-0.05039233,NA
1988-03-01,5,25,-0.09348152,-0.82164866
1988-04-01,5,25,-0.22298804,-0.82164866
1988-05-01,5,25,-0.41493648,-0.82164866
1988-06-01,5,25,-0.6261949,-0.82164866
1988-07-01,5,25,-0.8006606,-0.82164866
1988-08-01,5,25,-0.89362085,-0.82164866
1988-09-01,5,25,-0.88958013,-0.82164866
1988-10-01,5,25,-0.80242705,-0.82164866
1988-11-01,5,25,-0.666297,NA
1988-12-01,5,25,-0.52290523,NA
