date,cluster,lake,observed,reconstructed,cluster_new
2004-12-01,0,1,nan,1.0601556,7
2005-01-01,0,1,nan,1.0977707,7
2005-02-01,0,1,nan,0.9850401,7
2005-03-01,0,1,nan,0.72989935,7
2005-04-01,0,1,0.47710353,0.37515092,7
2005-05-01,0,1,0.81920946,0.01634075,7
2005-06-01,0,1,-0.42092457,-0.22150578,7
2005-07-01,0,1,-0.03605539,-0.25967956,7
2005-08-01,0,1,-0.03605539,-0.10490903,7
2005-09-01,0,1,-0.42092457,0.17020236,7
2005-10-01,0,1,nan,0.47611806,7
2005-11-01,0,1,nan,0.7423069,7
2005-12-01,0,1,nan,0.9162065,7
2006-01-01,0,1,nan,0.9583787,7
2006-02-01,0,1,nan,0.84942365,7
2006-03-01,0,1,nan,0.59686804,7
2006-04-01,0,1,1.075789,0.24630949,7
2006-05-01,0,1,0.60539323,-0.10266864,7
2006-06-01,0,1,-0.5064511,-0.32511297,7
2006-07-01,0,1,-0.59197754,-0.34620813,7
2006-08-01,0,1,-0.03605539,-0.1771489,7
2006-09-01,0,1,0.56263,0.10753008,7
2006-10-01,0,1,0.22052407,0.42105368,7
2006-11-01,0,1,nan,0.6960762,7
2006-12-01,0,1,nan,0.8802386,7
2007-01-01,0,1,nan,0.9326648,7
2007-02-01,0,1,nan,0.8325791,7
2007-03-01,0,1,nan,0.5872507,7
2007-04-01,0,1,0.56263,0.24354272,7
2007-05-01,0,1,-0.33539808,-0.09772663,7
2007-06-01,0,1,-0.33539808,-0.31073838,7
2007-07-01,0,1,-0.29263484,-0.31947666,7
2007-08-01,0,1,0.39157704,-0.1371546,7
2007-09-01,0,1,-0.72026724,0.15798138,7
2007-10-01,0,1,nan,0.47973084,7
2007-11-01,0,1,nan,0.7628972,7
2007-12-01,0,1,nan,0.9548161,7
2008-01-01,0,1,nan,1.013264,7
2008-02-01,0,1,nan,0.91670156,7
2008-03-01,0,1,nan,0.6722035,7
2008-04-01,0,1,0.9047359,0.3264712,7
2008-05-01,0,1,0.43434027,-0.02019864,7
2008-06-01,0,1,0.47710353,-0.23913543,7
2008-07-01,0,1,-0.59197754,-0.24859387,7
2008-08-01,0,1,-0.03605539,-0.06239849,7
2008-09-01,0,1,-0.59197754,0.23495653,7
2008-10-01,0,1,0.60539323,0.5551926,7
2008-11-01,0,1,nan,0.8354975,7
2008-12-01,0,1,nan,1.0241791,7
2009-01-01,0,1,nan,1.0786284,7
2009-02-01,0,1,nan,0.9772571,7
2009-03-01,0,1,nan,0.7267301,7
2009-04-01,0,1,1.075789,0.37237835,7
2009-05-01,0,1,0.43434027,0.01314183,7
2009-06-01,0,1,0.13499759,-0.21949372,7
2009-07-01,0,1,-0.12158187,-0.238017,7
2009-08-01,0,1,0.00670786,-0.05597879,7
2009-09-01,0,1,0.39157704,0.23564199,7
2009-10-01,0,1,nan,0.54440516,7
2009-11-01,0,1,nan,0.8107777,7
2009-12-01,0,1,nan,0.98793006,7
2010-01-01,0,1,nan,1.0352435,7
2010-02-01,0,1,nan,0.93157697,7
2010-03-01,0,1,nan,0.68336415,7
2010-04-01,0,1,0.43434027,0.33419237,7
2010-05-01,0,1,0.47710353,-0.02073167,7
2010-06-01,0,1,-0.03605539,-0.25333127,7
2010-07-01,0,1,-0.5492143,-0.27516067,7
2010-08-01,0,1,-0.12158187,-0.09644952,7
2010-09-01,0,1,-0.20710835,0.19053617,7
2010-10-01,0,1,0.47710353,0.48835188,7
2010-11-01,0,1,nan,0.73733205,7
2010-12-01,0,1,nan,0.8982668,7
2011-01-01,0,1,nan,0.9385261,7
2011-02-01,0,1,nan,0.84049404,7
2011-03-01,0,1,nan,0.6100174,7
2011-04-01,0,1,0.56263,0.2848012,7
2011-05-01,0,1,0.56263,-0.05299156,7
2011-06-01,0,1,-0.42092457,-0.28927127,7
2011-07-01,0,1,-0.42092457,-0.33723557,7
2011-08-01,0,1,-0.42092457,-0.1961678,7
2011-09-01,0,1,-0.29263484,0.05131995,7
2011-10-01,0,1,0.43434027,0.302589,7
2011-11-01,0,1,nan,0.48658293,7
2011-12-01,0,1,nan,0.56464255,7
2012-01-01,0,1,nan,0.517385,7
2012-02-01,0,1,nan,0.34091264,7
2012-03-01,0,1,nan,0.0510117,7
2012-04-01,0,1,nan,-0.30160573,7
2012-05-01,0,1,-0.80579376,-0.61809194,7
2012-06-01,0,1,-0.848557,-0.78469676,7
2012-07-01,0,1,-0.5064511,-0.74163425,7
2012-08-01,0,1,-0.42092457,-0.51219964,7
2012-09-01,0,1,-0.03605539,-0.17447448,7
2012-10-01,0,1,nan,0.18407653,7
2012-11-01,0,1,nan,0.4915179,7
2012-12-01,0,1,nan,0.7004982,7
2013-01-01,0,1,nan,0.7902545,7
2013-02-01,0,1,nan,0.76036036,7
2013-03-01,0,1,nan,0.6255749,7
2013-04-01,0,1,nan,0.41862428,7
2013-05-01,0,1,0.39157704,0.19828427,7
2013-06-01,0,1,-0.33539808,0.04559625,7
2013-07-01,0,1,0.22052407,0.02710175,7
2013-08-01,0,1,-0.33539808,0.15175721,7
2013-09-01,0,1,0.43434027,0.37249273,7
2013-10-01,0,1,0.47710353,0.6218716,7
2013-11-01,0,1,nan,0.839789,7
2013-12-01,0,1,nan,0.9829277,7
2014-01-01,0,1,nan,1.0257281,7
2014-02-01,0,1,nan,0.959059,7
2014-03-01,0,1,nan,0.790315,7
2014-04-01,0,1,1.0330256,0.54900646,7
2014-05-01,0,1,0.733683,0.2957729,7
2014-06-01,0,1,0.39157704,0.11530053,7
2014-07-01,0,1,0.56263,0.07340515,7
2014-08-01,0,1,0.43434027,0.17396465,7
2014-09-01,0,1,0.47710353,0.3662423,7
2014-10-01,0,1,0.39157704,0.5850024,7
2014-11-01,0,1,nan,0.7758683,7
2014-12-01,0,1,nan,0.8998353,7
2015-01-01,0,1,nan,0.9328104,7
2015-02-01,0,1,nan,0.8660971,7
2015-03-01,0,1,nan,0.7081704,7
2015-04-01,0,1,0.47710353,0.48979622,7
2015-05-01,0,1,0.47710353,0.26862147,7
2015-06-01,0,1,-0.93408346,0.11653759,7
2015-07-01,0,1,-0.3781613,0.08234233,7
2015-08-01,0,1,0.39157704,0.16196483,7
2015-09-01,0,1,0.47710353,0.30949068,7
2015-10-01,0,1,0.733683,0.47005248,7
2015-11-01,0,1,nan,0.59983546,7
2015-12-01,0,1,nan,0.6697509,7
1984-01-01,5,1,nan,0.8476317,6
1984-02-01,5,1,nan,1.2404412,6
1984-03-01,5,1,nan,1.3398366,6
1984-04-01,5,1,nan,1.3165824,6
1984-05-01,5,1,nan,1.1810119,6
1984-06-01,5,1,nan,0.9274668,6
1984-07-01,5,1,0.9842262,0.6612261,6
1984-08-01,5,1,0.5921623,0.46439397,6
1984-09-01,5,1,0.15621065,0.39059842,6
1984-10-01,5,1,1.1568514,0.47864532,6
1984-11-01,5,1,nan,0.70386016,6
1984-12-01,5,1,nan,0.98428094,6
1985-01-01,5,1,nan,1.2357602,6
1985-02-01,5,1,nan,1.38813,6
1985-03-01,5,1,nan,1.3921616,6
1985-04-01,5,1,1.183184,1.250494,6
1985-05-01,5,1,0.90230244,0.9978338,6
1985-06-01,5,1,0.12110044,0.6777934,6
1985-07-01,5,1,-0.25340837,0.35333127,6
1985-08-01,5,1,-0.52843827,0.10618787,6
1985-09-01,5,1,-0.74787706,0.02185924,6
1985-10-01,5,1,-0.74787706,0.14537047,6
1985-11-01,5,1,nan,0.44286796,6
1985-12-01,5,1,nan,0.8196251,6
1986-01-01,5,1,nan,1.168,6
1986-02-01,5,1,nan,1.3989985,6
1986-03-01,5,1,nan,1.4647645,6
1986-04-01,5,1,2.0375323,1.3704271,6
1986-05-01,5,1,2.0375323,1.1508763,6
1986-06-01,5,1,1.7800574,0.84811884,6
1986-07-01,5,1,1.2095166,0.5088645,6
1986-08-01,5,1,0.84963715,0.1980321,6
1986-09-01,5,1,0.7091963,0.00788321,6
1986-10-01,5,1,0.598014,0.02003097,6
1986-11-01,5,1,nan,0.234226,6
1986-12-01,5,1,nan,0.56289035,6
1987-01-01,5,1,nan,0.88851696,6
1987-02-01,5,1,nan,1.1211873,6
1987-03-01,5,1,nan,1.2005347,6
1987-04-01,5,1,nan,1.0951414,6
1987-05-01,5,1,0.57753307,0.82659286,6
1987-06-01,5,1,-0.08078322,0.44532752,6
1987-07-01,5,1,-0.37336823,0.00890905,6
1987-08-01,5,1,-0.63084304,-0.37944174,6
1987-09-01,5,1,nan,-0.5736628,6
1987-10-01,5,1,-0.651324,-0.5170975,6
1987-11-01,5,1,nan,-0.263488,6
1987-12-01,5,1,nan,0.06821981,6
1988-01-01,5,1,nan,0.37440157,6
1988-02-01,5,1,nan,0.59250826,6
1988-03-01,5,1,0.58045894,0.6799097,6
1988-04-01,5,1,0.5716814,0.6097375,6
1988-05-01,5,1,0.7208997,0.38311714,6
1988-06-01,5,1,0.15035895,0.03413121,6
1988-07-01,5,1,nan,-0.36909223,6
1988-08-01,5,1,-0.6630274,-0.71309495,6
1988-09-01,5,1,-1.1516443,-0.87722456,6
1988-10-01,5,1,-1.177977,-0.81077915,6
1988-11-01,5,1,nan,-0.56136316,6
1988-12-01,5,1,nan,-0.23565257,6
1989-01-01,5,1,nan,0.07372811,6
1989-02-01,5,1,nan,0.30108166,6
1989-03-01,5,1,1.0134847,0.40370744,6
1989-04-01,5,1,-1.1487185,0.36009592,6
1989-05-01,5,1,0.8379337,0.17334953,6
1989-06-01,5,1,0.39613035,-0.12607396,6
1989-07-01,5,1,-0.28559273,-0.4764005,6
1989-08-01,5,1,-0.864911,-0.7794567,6
1989-09-01,5,1,-1.0902015,-0.9340907,6
1989-10-01,5,1,nan,-0.89380777,6
1989-11-01,5,1,nan,-0.69101655,6
1989-12-01,5,1,nan,-0.41173214,6
1990-01-01,5,1,nan,-0.14395769,6
1990-02-01,5,1,nan,0.05055328,6
1990-03-01,5,1,0.08306439,0.13466358,6
1990-04-01,5,1,0.01576984,0.0895918,6
1990-05-01,5,1,-0.14807777,-0.08222733,6
1990-06-01,5,1,-0.7420253,-0.35401478,6
1990-07-01,5,1,nan,-0.6704551,6
1990-08-01,5,1,-1.3301213,-0.94742495,6
1990-09-01,5,1,-1.5320048,-1.1007389,6
1990-10-01,5,1,-1.5320048,-1.0883927,6
1990-11-01,5,1,nan,-0.9332769,6
1990-12-01,5,1,nan,-0.70574516,6
1991-01-01,5,1,nan,-0.48151332,6
1991-02-01,5,1,nan,-0.31508768,6
1991-03-01,5,1,nan,-0.2408918,6
1991-04-01,5,1,nan,-0.28009284,6
1991-05-01,5,1,0.34931675,-0.43786567,6
1991-06-01,5,1,0.03039909,-0.69660276,6
1991-07-01,5,1,-0.52843827,-1.0096169,6
1991-08-01,5,1,-0.7420253,-1.2984707,6
1991-09-01,5,1,-1.4851912,-1.4726329,6
1991-10-01,5,1,-1.4851912,-1.4738611,6
1991-11-01,5,1,nan,-1.313407,6
1991-12-01,5,1,nan,-1.0585372,6
1992-01-01,5,1,nan,-0.78755033,6
1992-02-01,5,1,nan,-0.5614463,6
1992-03-01,5,1,-1.5085981,-0.4220127,6
1992-04-01,5,1,-1.5232273,-0.39768592,6
1992-05-01,5,1,-1.570041,-0.5004703,6
1992-06-01,5,1,-1.570041,-0.71693987,6
1992-07-01,5,1,nan,-0.99952567,6
1992-08-01,5,1,-1.570041,-1.2578602,6
1992-09-01,5,1,-1.570041,-1.3802421,6
1992-10-01,5,1,-1.5349307,-1.2950823,6
1992-11-01,5,1,nan,-1.0191048,6
1992-12-01,5,1,nan,-0.6400118,6
1993-01-01,5,1,nan,-0.25837198,6
1993-02-01,5,1,nan,0.05379889,6
1993-03-01,5,1,nan,0.24917763,6
1993-04-01,5,1,nan,0.29296082,6
1993-05-01,5,1,1.5781738,0.17314048,6
1993-06-01,5,1,1.3060697,-0.09260455,6
1993-07-01,5,1,0.8613405,-0.45645562,6
1993-08-01,5,1,0.12110044,-0.81223726,6
1993-09-01,5,1,nan,-1.0010388,6
1993-10-01,5,1,-0.09833831,-0.9112303,6
1993-11-01,5,1,nan,-0.5553153,6
1993-12-01,5,1,nan,-0.06631581,6
1994-01-01,5,1,nan,0.40552658,6
1994-02-01,5,1,nan,0.7708477,6
1994-03-01,5,1,0.23813444,0.9747675,6
1994-04-01,5,1,0.04210249,0.981464,6
1994-05-01,5,1,-0.22707573,0.7992115,6
1994-06-01,5,1,nan,0.46644616,6
1994-07-01,5,1,-0.52843827,0.03756522,6
1994-08-01,5,1,-0.826875,-0.37847182,6
1994-09-01,5,1,-1.1106825,-0.5927104,6
1994-10-01,5,1,-1.1077566,-0.47214508,6
1994-11-01,5,1,nan,-0.05498455,6
1994-12-01,5,1,nan,0.5014346,6
1995-01-01,5,1,nan,1.0297031,6
1995-02-01,5,1,nan,1.4247245,6
1995-03-01,5,1,nan,1.6273831,6
1995-04-01,5,1,nan,1.6194143,6
1995-05-01,5,1,nan,1.4359936,6
1995-06-01,5,1,2.0258288,1.1284473,6
1995-07-01,5,1,1.8063902,0.7468569,6
1995-08-01,5,1,1.183184,0.37535924,6
1995-09-01,5,1,0.73552895,0.1600593,6
1995-10-01,5,1,0.67701197,0.22675654,6
1995-11-01,5,1,nan,0.56566536,6
1995-12-01,5,1,nan,1.0501435,6
1996-01-01,5,1,nan,1.5201595,6
1996-02-01,5,1,2.0316806,1.8628702,6
1996-03-01,5,1,2.0375323,2.0199795,6
1996-04-01,5,1,2.0375323,1.9817731,6
1996-05-01,5,1,2.002422,1.786872,6
1996-06-01,5,1,1.6600976,1.4853052,6
1996-07-01,5,1,1.3060697,1.1222987,6
1996-08-01,5,1,0.87596977,0.766524,6
1996-09-01,5,1,0.48683172,0.5371407,6
1996-10-01,5,1,0.5629038,0.5480899,6
1996-11-01,5,1,nan,0.8052184,6
1996-12-01,5,1,nan,1.203902,6
1997-01-01,5,1,nan,1.6048905,6
1997-02-01,5,1,nan,1.9071306,6
1997-03-01,5,1,nan,2.052296,6
1997-04-01,5,1,2.0375323,2.0217652,6
1997-05-01,5,1,nan,1.8432043,6
1997-06-01,5,1,1.3060697,1.56009,6
1997-07-01,5,1,0.8701181,1.2143023,6
1997-08-01,5,1,-0.651324,0.86906505,6
1997-09-01,5,1,0.2059501,0.6329937,6
1997-10-01,5,1,0.2000984,0.610979,6
1997-11-01,5,1,nan,0.8117417,6
1997-12-01,5,1,nan,1.1434245,6
1998-01-01,5,1,nan,1.4861283,6
1998-02-01,5,1,nan,1.7524663,6
1998-03-01,5,1,nan,1.8872364,6
1998-04-01,5,1,nan,1.864276,6
1998-05-01,5,1,nan,1.6974993,6
1998-06-01,5,1,1.9146466,1.4213505,6
1998-07-01,5,1,1.8444262,1.0761181,6
1998-08-01,5,1,1.2095166,0.72742116,6
1998-09-01,5,1,0.91108,0.48358446,6
1998-10-01,5,1,0.58045894,0.4423868,6
1998-11-01,5,1,nan,0.607615,6
1998-12-01,5,1,nan,0.892622,6
1999-01-01,5,1,nan,1.1907955,6
1999-02-01,5,1,nan,1.4245898,6
1999-03-01,5,1,2.0375323,1.5429337,6
1999-04-01,5,1,2.0316806,1.515714,6
1999-05-01,5,1,1.8444262,1.3433554,6
1999-06-01,5,1,1.6630235,1.0497528,6
1999-07-01,5,1,1.379216,0.676658,6
1999-08-01,5,1,0.8613405,0.3018863,6
1999-09-01,5,1,0.63312423,0.04302044,6
1999-10-01,5,1,0.08306439,-0.0093208,6
1999-11-01,5,1,nan,0.13617544,6
1999-12-01,5,1,nan,0.39069608,6
2000-01-01,5,1,nan,0.65448064,6
2000-02-01,5,1,nan,0.8564585,6
2000-03-01,5,1,1.048595,0.9504136,6
2000-04-01,5,1,1.0456691,0.90559494,6
2000-05-01,5,1,0.6857895,0.7115672,6
2000-06-01,5,1,0.2293569,0.38357466,6
2000-07-01,5,1,-0.27388933,-0.02789301,6
2000-08-01,5,1,-0.5196607,-0.42362285,6
2000-09-01,5,1,-0.7361736,-0.6814127,6
2000-10-01,5,1,-0.74787706,-0.73049694,6
2000-11-01,5,1,nan,-0.591746,6
2000-12-01,5,1,nan,-0.3515395,6
2001-01-01,5,1,nan,-0.10320938,6
2001-02-01,5,1,nan,0.08708606,6
2001-03-01,5,1,-0.74787706,0.17762579,6
2001-04-01,5,1,-0.75958043,0.14184618,6
2001-05-01,5,1,-0.8151716,-0.0298702,6
2001-06-01,5,1,-1.3301213,-0.3202501,6
2001-07-01,5,1,-1.3301213,-0.6729846,6
2001-08-01,5,1,-1.4676362,-0.9934559,6
2001-09-01,5,1,-1.4676362,-1.1842507,6
2001-10-01,5,1,-1.4676362,-1.1926777,6
2001-11-01,5,1,nan,-1.0315157,6
2001-12-01,5,1,nan,-0.7699208,6
2002-01-01,5,1,nan,-0.4923808,6
2002-02-01,5,1,0.77941674,-0.26492807,6
2002-03-01,5,1,0.77941674,-0.12969708,6
2002-04-01,5,1,0.598014,-0.11213274,6
2002-05-01,5,1,0.4341664,-0.22175214,6
2002-06-01,5,1,-0.06615397,-0.44398642,6
2002-07-01,5,1,-0.49625394,-0.7296577,6
2002-08-01,5,1,-0.6630274,-0.99616337,6
2002-09-01,5,1,-1.1721253,-1.155032,6
2002-10-01,5,1,-1.1721253,-1.1494948,6
2002-11-01,5,1,nan,-0.9789184,6
2002-12-01,5,1,nan,-0.70157367,6
2003-01-01,5,1,nan,-0.40058583,6
2003-02-01,5,1,nan,-0.1450659,6
2003-03-01,5,1,-0.7186186,0.0188594,6
2003-04-01,5,1,nan,0.06214451,6
2003-05-01,5,1,0.08306439,-0.026682,6
2003-06-01,5,1,-0.25340837,-0.23332143,6
2003-07-01,5,1,-0.6571757,-0.5082149,6
2003-08-01,5,1,-0.7420253,-0.7671516,6
2003-09-01,5,1,-1.1955321,-0.91744566,6
2003-10-01,5,1,-1.2013838,-0.9000195,6
2003-11-01,5,1,nan,-0.71763283,6
2003-12-01,5,1,nan,-0.43235484,6
2004-01-01,5,1,nan,-0.12674706,6
2004-02-01,5,1,1.3762902,0.13194725,6
2004-03-01,5,1,1.3879936,0.2966416,6
2004-04-01,5,1,1.1919616,0.33565167,6
2004-05-01,5,1,0.17376575,0.23661058,6
2004-06-01,5,1,0.05965759,0.01541391,6
2004-07-01,5,1,-0.47869882,-0.2754371,6
2004-08-01,5,1,-0.8502818,-0.54667324,6
2004-09-01,5,1,-1.5085981,-0.6990983,6
2004-10-01,5,1,-1.5085981,-0.6725591,6
2004-11-01,5,1,nan,-0.47678757,6
2004-12-01,5,1,nan,-0.18137825,6
2005-01-01,5,1,nan,0.12914902,6
2005-02-01,5,1,nan,0.38857222,6
2005-03-01,5,1,-0.20366892,0.5492872,6
2005-04-01,5,1,-0.12467097,0.5777171,6
2005-05-01,5,1,0.08013854,0.46107125,6
2005-06-01,5,1,0.5102385,0.21685031,6
2005-07-01,5,1,-0.12174512,-0.09910206,6
2005-08-01,5,1,-0.8151716,-0.39143524,6
2005-09-01,5,1,-1.0316845,-0.5547247,6
2005-10-01,5,1,-1.0316845,-0.5291663,6
2005-11-01,5,1,nan,-0.33132184,6
2005-12-01,5,1,nan,-0.03708519,6
2006-01-01,5,1,nan,0.26775354,6
2006-02-01,5,1,1.6366909,0.518278,6
2006-03-01,5,1,1.9994962,0.66693056,6
2006-04-01,5,1,2.005348,0.67870086,6
2006-05-01,5,1,2.005348,0.53944176,6
2006-06-01,5,1,1.4289554,0.2666889,6
2006-07-01,5,1,0.969597,-0.08031654,6
2006-08-01,5,1,0.2878739,-0.39955464,6
2006-09-01,5,1,-0.27388933,-0.58156323,6
2006-10-01,5,1,-0.6864342,-0.5689188,6
2006-11-01,5,1,nan,-0.38258967,6
2006-12-01,5,1,nan,-0.1012016,6
2007-01-01,5,1,nan,0.18945922,6
2007-02-01,5,1,-0.62499136,0.42581505,6
2007-03-01,5,1,-0.39970088,0.5605197,6
2007-04-01,5,1,-0.45529205,0.55712646,6
2007-05-01,5,1,-0.60158455,0.39917743,6
2007-06-01,5,1,-0.66010153,0.10394362,6
2007-07-01,5,1,-0.80346817,-0.26475668,6
2007-08-01,5,1,-0.9907226,-0.59973526,6
2007-09-01,5,1,-1.4647104,-0.7931002,6
2007-10-01,5,1,-1.4647104,-0.7919905,6
2007-11-01,5,1,nan,-0.61803424,6
2007-12-01,5,1,nan,-0.34893638,6
2008-01-01,5,1,nan,-0.06989143,6
2008-02-01,5,1,nan,0.15717596,6
2008-03-01,5,1,0.9842262,0.28621155,6
2008-04-01,5,1,0.9169317,0.28063557,6
2008-05-01,5,1,0.6477535,0.12275884,6
2008-06-01,5,1,0.3697977,-0.17009097,6
2008-07-01,5,1,-0.09541246,-0.5321392,6
2008-08-01,5,1,-0.37629408,-0.8569933,6
2008-09-01,5,1,-0.49040222,-1.0417377,6
2008-10-01,5,1,-0.55769676,-1.0356715,6
2008-11-01,5,1,nan,-0.85720617,6
2008-12-01,5,1,nan,-0.5817253,6
2009-01-01,5,1,nan,-0.2949869,6
2009-02-01,5,1,-0.20952062,-0.05760206,6
2009-03-01,5,1,0.33761334,0.08674265,6
2009-04-01,5,1,0.3229841,0.10320774,6
2009-05-01,5,1,0.05673174,-0.02497296,6
2009-06-01,5,1,-0.24170497,-0.28067532,6
2009-07-01,5,1,-0.32362878,-0.60070914,6
2009-08-01,5,1,-0.50795734,-0.88367724,6
2009-09-01,5,1,-0.69521177,-1.030135,6
2009-10-01,5,1,-0.69521177,-0.98950845,6
2009-11-01,5,1,nan,-0.7797161,6
2009-12-01,5,1,nan,-0.47542632,6
2010-01-01,5,1,nan,-0.16095632,6
2010-02-01,5,1,-0.44066277,0.10508443,6
2010-03-01,5,1,-0.44066277,0.2821197,6
2010-04-01,5,1,-0.40555257,0.3403796,6
2010-05-01,5,1,-0.40555257,0.26833138,6
2010-06-01,5,1,-0.50210565,0.08332732,6
2010-07-01,5,1,-0.60158455,-0.16071652,6
2010-08-01,5,1,-0.70691514,-0.3769191,6
2010-09-01,5,1,-0.74787706,-0.4730211,6
2010-10-01,5,1,-0.7186186,-0.39752614,6
2010-11-01,5,1,nan,-0.1687307,6
2010-12-01,5,1,nan,0.13995998,6
2011-01-01,5,1,nan,0.4491136,6
2011-02-01,5,1,nan,0.7058592,6
2011-03-01,5,1,nan,0.87695396,6
2011-04-01,5,1,1.847352,0.94011813,6
2011-05-01,5,1,1.847352,0.8882807,6
2011-06-01,5,1,1.4289554,0.7343687,6
2011-07-01,5,1,1.183184,0.514243,6
2011-08-01,5,1,1.0895568,0.28960562,6
2011-09-01,5,1,0.2352086,0.13934475,6
2011-10-01,5,1,-0.08663491,0.12197149,6
2011-11-01,5,1,nan,0.2320833,6
2011-12-01,5,1,nan,0.40269476,6
2012-01-01,5,1,nan,0.5574117,6
2012-02-01,5,1,nan,0.6483238,6
2012-03-01,5,1,-0.08663491,0.6492966,6
2012-04-01,5,1,-0.11589342,0.5456215,6
2012-05-01,5,1,-0.20366892,0.33696273,6
2012-06-01,5,1,-0.32948047,0.04618652,6
2012-07-01,5,1,-0.5108832,-0.2719518,6
2012-08-01,5,1,-0.7156927,-0.53643113,6
2012-09-01,5,1,-0.80346817,-0.67473644,6
2012-10-01,5,1,-0.8151716,-0.6616056,6
2012-11-01,5,1,nan,-0.52386624,6
2012-12-01,5,1,nan,-0.31778824,6
2013-01-01,5,1,nan,-0.10348156,6
2013-02-01,5,1,nan,0.06850609,6
2013-03-01,5,1,0.56582963,0.16179287,6
2013-04-01,5,1,0.56582963,0.15671498,6
2013-05-01,5,1,0.41953716,0.05134727,6
2013-06-01,5,1,0.15328479,-0.1363856,6
2013-07-01,5,1,-0.13637437,-0.36473617,6
2013-08-01,5,1,-0.6571757,-0.57101506,6
2013-09-01,5,1,-0.68058246,-0.6927498,6
2013-10-01,5,1,-0.6864342,-0.69796306,6
2013-11-01,5,1,nan,-0.59734446,6
2013-12-01,5,1,nan,-0.4322601,6
2014-01-01,5,1,nan,-0.25456482,6
2014-02-01,5,1,-0.69521177,-0.1114333,6
2014-03-01,5,1,-0.75958043,-0.03776973,6
2014-04-01,5,1,-0.74787706,-0.05299052,6
2014-05-01,5,1,-0.8210233,-0.15923412,6
2014-06-01,5,1,-0.92635393,-0.33831212,6
2014-07-01,5,1,-1.0112035,-0.5486403,6
2014-08-01,5,1,-1.0433879,-0.7312989,6
2014-09-01,5,1,-1.1516443,-0.83265543,6
2014-10-01,5,1,-1.1516443,-0.83010113,6
2014-11-01,5,1,nan,-0.73805344,6
2014-12-01,5,1,nan,-0.5943588,6
2015-01-01,5,1,nan,-0.44332576,6
2015-02-01,5,1,0.55705214,-0.32446352,6
2015-03-01,5,1,-0.39677504,-0.2662887,6
2015-04-01,5,1,-0.39970088,-0.2828937,6
2015-05-01,5,1,-0.23292743,-0.37207592,6
2015-06-01,5,1,-0.23877913,-0.51394415,6
2015-07-01,5,1,-0.57232606,-0.671895,6
2015-08-01,5,1,-0.74787706,-0.8013786,6
2015-09-01,5,1,-0.92635393,-0.86691827,6
2015-10-01,5,1,-0.92635393,-0.8565472,6
2015-11-01,5,1,nan,-0.78313553,6
2015-12-01,5,1,nan,-0.6752094,6
1984-01-01,4,1,nan,0.26162887,5
1984-02-01,4,1,nan,0.46863616,5
1984-03-01,4,1,nan,0.50138867,5
1984-04-01,4,1,nan,0.44221503,5
1984-05-01,4,1,nan,0.3243879,5
1984-06-01,4,1,nan,0.18949555,5
1984-07-01,4,1,nan,0.09226646,5
1984-08-01,4,1,nan,0.09951779,5
1984-09-01,4,1,0.20626573,0.22756396,5
1984-10-01,4,1,nan,0.4202547,5
1984-11-01,4,1,nan,0.6174275,5
1984-12-01,4,1,nan,0.774533,5
1985-01-01,4,1,nan,0.8611081,5
1985-02-01,4,1,nan,0.8577832,5
1985-03-01,4,1,nan,0.758971,5
1985-04-01,4,1,nan,0.58245814,5
1985-05-01,4,1,nan,0.37447178,5
1985-06-01,4,1,nan,0.19731034,5
1985-07-01,4,1,nan,0.10610786,5
1985-08-01,4,1,nan,0.13016213,5
1985-09-01,4,1,nan,0.26388872,5
1985-10-01,4,1,nan,0.47111732,5
1985-11-01,4,1,nan,0.69962406,5
1985-12-01,4,1,nan,0.8968183,5
1986-01-01,4,1,nan,1.0209124,5
1986-02-01,4,1,nan,1.0468756,5
1986-03-01,4,1,nan,0.9710841,5
1986-04-01,4,1,nan,0.8120839,5
1986-05-01,4,1,nan,0.6071912,5
1986-06-01,4,1,0.20626573,0.4090922,5
1986-07-01,4,1,0.04517847,0.27746996,5
1986-08-01,4,1,0.04517847,0.25749037,5
1986-09-01,4,1,0.52844024,0.35647058,5
1986-10-01,4,1,nan,0.5411777,5
1986-11-01,4,1,nan,0.7554695,5
1986-12-01,4,1,nan,0.9394709,5
1987-01-01,4,1,nan,1.0434494,5
1987-02-01,4,1,nan,1.0398339,5
1987-03-01,4,1,nan,0.92820257,5
1987-04-01,4,1,nan,0.7306475,5
1987-05-01,4,1,1.076137,0.48759353,5
1987-06-01,4,1,nan,0.25972652,5
1987-07-01,4,1,0.10961337,0.12108391,5
1987-08-01,4,1,nan,0.12380563,5
1987-09-01,4,1,nan,0.26517946,5
1987-10-01,4,1,nan,0.49421263,5
1987-11-01,4,1,nan,0.741014,5
1987-12-01,4,1,nan,0.9421093,5
1988-01-01,4,1,nan,1.0500364,5
1988-02-01,4,1,nan,1.0409421,5
1988-03-01,4,1,nan,0.9193674,5
1988-04-01,4,1,0.8506148,0.7112274,5
1988-05-01,4,1,0.8828322,0.45907247,5
1988-06-01,4,1,0.17404827,0.22624552,5
1988-07-01,4,1,-0.7280404,0.08925345,5
1988-08-01,4,1,-0.5669531,0.09913335,5
1988-09-01,4,1,-0.5347357,0.24957006,5
1988-10-01,4,1,0.8506148,0.48472077,5
1988-11-01,4,1,nan,0.7347746,5
1988-12-01,4,1,nan,0.9394327,5
